listing_name,categories,seniority,required_skills
 Python Developer ,python," Mid, Senior ","[' Python ', ' OOP ', ' Design Patterns ', ' NoSQL ', ' Django ', ' React ']"
 Python Developer (Remote) ,python, Junior ,"[' Python ', ' Django ', ' JS ', ' HTML5 ', ' CSS3 ', ' LESS ', ' Sass ', ' Git ', ' Docker ', ' pytest ', ' Vue.js ', ' React ', ' TypeScript ', ' Celery ', ' Redis ', ' Linux ', ' PostgreSQL ', ' CSS ', ' GraphQL ', ' AWS ', ' DevOps ', ' REST API ']"
 React Native - Mobile developer ,python," Mid, Senior ","[' React native ', ' Cordova ', ' React Native ', ' Flutter ', ' iOS ', ' JavaScript ', ' CSS3 ', ' HTML5 ', ' Angular ', ' React ', ' Java ', ' Python ', ' MySQL ', ' MongoDB ', ' UI ', ' UX ', ' AWS Cloud ']"
 Snr Software Engineer Desktop Foundation ,devops," Mid, Senior ","[' Windows Applications ', ' Mac Applications ', ' C++ ', ' C# ', ' Python ', ' Swift ', ' Objective-C ', ' Windows\xa0systems-level programming ', ' Win32 APIs ', ' multi-threading ', ' Interprocess\xa0Communication ', ' COM ', ' Jenkins ', ' Jira ']"
 Data Architect ,data, Expert ,"[' Data Lake ', ' Big Data ', ' Java ', ' Scala ', ' Python ', ' AWS ', ' Azure ', ' GCP ', ' ETL ', ' Informatica ', ' Pentaho ', ' SSIS ', ' IBM DataStage ', ' Cloudera ', ' Amazon Redshift ', ' Tableau ', ' Power BI ', ' SAP ', ' TIBCO ', ' Linux ', ' Kafka ', ' Flink ', ' Spark Streaming ', ' Storm ']"
 Junior Fullstack Developer ,python," Trainee, Junior ","[' Communication skills ', ' Python ', ' Django ', ' Linux ', ' PostgreSQL ', ' Git ', ' Celery ', ' Docker ', ' React ', ' CSS ', ' HTML ', ' Team player ', ' Critical thinking ', ' Problem solving ', ' Proactivity ', ' Python ']"
 Senior DevOps Engineer ,devops, Senior ,"[' Python ', ' Linux ', ' CI/CD ', ' Ansible ', ' Microsoft Azure ', ' Nginx ', ' MySQL ', ' Microservices ', ' Docker ']"
 AWS Developer ,python, Mid ,"[' Python ', ' Vue.js ', ' GitLab ', ' Design System ', ' AWS ', ' AWS Lambda ', ' FastAPI ', ' CloudWatch ', ' Azure ', ' SSO ', ' RDS ', ' Amazon RDS ', ' Apache Aurora ', ' MySQL ', ' AWS S3 ', ' CloudFront ', ' API Gateway ', ' Terraform ', ' CloudFormation ', ' CI/CD ']"
 Senior Site Reliability Engineer Lead  ,devops, Senior ,"[' Python ', ' Bash ', ' Linux ', ' Network protocols ', ' Leadership skills ', ' Web technologies ']"
 Senior Automation/Manual Tester ,testing, Senior ,"[' QA ', ' Jira ', ' ISTQB ', ' Python ', ' Cypress ', ' Google Cloud Platform ', ' GitLab CI/CD ']"
 Remote Python Backend Developer ,python, Mid ,"[' Python ', ' Django ', ' SQL ', ' Git ', ' Docker ', ' Linux ', ' Bash ', ' CI/CD ', ' JavaScript ', ' AWS ', ' CSS ', ' HTML ', ' React ', ' PHP ']"
 Senior Java fejleszt ,python," Senior, Expert ","[' Java ', ' Spring ', ' Spring Boot ', ' Python ', ' REST API ', ' CI/CD ', ' Git ', ' Docker ', ' Kubernetes ', ' Jira ', ' Confluence ', ' Oracle ', ' MS SQL ', ' PostgreSQL ']"
 Test Automation Engineer with CAAR ,testing, Senior ,"[' Python ', ' OOP ', ' ISTQB ', ' XML ', ' CSV ', ' JSON ', ' Git ', ' CI/CD ', ' Unix ', ' Linux ', ' Jenkins ', ' Jira ']"
 Kubernetes Architect (AWS) ,devops, Senior ,"[' Kubernetes ', ' AWS ', ' CDK ', ' Python ', ' HashiCorp Vault ', ' Architecture ', ' Jenkins ', ' Ansible ', ' TypeScript ', ' JavaScript ']"
 Senior Python Computer Vision Engineer  ,data, Senior ,"[' Computer vision ', ' Python ', ' OpenCV ', ' git ', ' linux ', ' Team player ', ' c++ ', ' CUDA ', ' TensorFlow ', ' Keras ', ' Scikit-learn ', ' Machine learning ', ' C++ ', ' PyTorch ']"
 AWS DevOps Engineer ,devops," Mid, Senior ","[' Linux ', ' Docker ', ' Shell ', ' AWS ', ' Apache ', ' Virtualization ', ' Communication skills ', ' Problem solving ', ' Kubernetes ', ' Helm charts ', ' Terraform ', ' Jenkins ', ' Python ', ' CI/CD Pipelines ', ' GitLab ', ' DevOps ', ' K8s ', ' Prometheus ', ' Elasticsearch ', ' Logstash ', ' Kibana ', ' Ruby ', ' Bash ', ' Git ', ' Nginx ', ' ambassador ', ' Graylog ', ' Grafana ', ' Python ', ' Ansible ']"
 Senior Data Engineer ,data," Mid, Senior ","[' Azure ', ' Python ', ' SQL ', ' C# ', ' Azure Data Lake ', ' Azure Data Factory ', ' Machine learning ', ' Azure Databricks ', ' MySQL ', ' Azure Data ', ' Data engineering ', ' Cosmos DB ', ' Azure Cloud ', ' Git ']"
 Python Backend Developer (remote/hybrid) ,python," Mid, Senior ","[' Python ', ' Linux ', ' PostgreSQL ', ' Jenkins ', ' GitHub ', ' RabbitMQ ', ' Ansible ', ' Redis ', ' MongoDB ', ' JavaScript ']"
 Senior/Expert DevOps - Azure ,devops," Senior, Expert ","[' Azure ', ' GitHub Actions ', ' GitHub ', ' Terraform ', ' Key Vault ', ' Python ', ' Bash ', ' PowerShell ', ' Docker ']"
 Senior Data Engineer ,data, Senior ,"[' AWS, Azure or GCP ', ' API calls/FTP downloads ', ' DB table ', ' ETL/ELT ', ' SQL ', ' Python ', ' Spark ', ' Kafka ', ' Enterprise Data Platforms technologies ', ' \tExperience in data acquisition ', "" \tBachelor's degree in Computer Science "", ' AWS ', ' Azure ', ' GCP ', ' FTP ', ' ETL ']"
 DevOps AWS (time-shifted role) ,devops, Mid ,"[' Jenkins ', ' AWS ', ' GCP ', ' Azure ', ' Kubernetes ', ' Linux ', ' Bash ', ' HTTP ', ' REST API ', ' CI/CD ', ' Python ', ' Elasticsearch ', ' Druid.io ', ' Cassandra ']"
 General QA Engineer ,testing, Junior ,"[' Hungarian Language ', ' QA ', ' Python ', ' Java ', ' Scrum ', ' js ', ' C# ', ' Groovy ', ' WebDriver ', ' Geb ', ' Postman ', ' JMeter ', ' BDD ', ' Gherkin ', ' SpecFlow ', ' Selenium ', ' Communication skills ']"
 Medior Python Developer ,python, Mid ,"[' Hungarian Language ', ' Python ', ' Python 3.x ', ' OOP ', ' DRF/Flask/FastAPI ', ' REST ', ' OAuth, JWT ', ' PostgreSQL ', ' AWS ', ' Redis ', ' RabbitM ', ' Kafka ', ' Docker ', ' Team player ', ' Communication skills ', ' Celery ', ' PythonRQ ', ' Elasticsearch ', ' Kubernetes ']"
 Remote Big Data Developer ,data," Mid, Senior ","[' SQL ', ' Python ', ' Java ', ' Git ', ' Spark ', ' AWS ', ' GCP ', ' DevOps ', ' Scala ', ' Azure ']"
 Site Reliability Engineer ,devops, Senior ,"[' Bash ', ' Docker ', ' Kubernetes ', ' Ansible ', ' Progress Chef ', ' Puppet ', ' Python ', ' Jenkins ', ' CI/CD Pipelines ', ' Azure ']"
 DevOps Engineer ,devops, Senior ,"[' Linux ', ' Python ', ' Kubernetes ', ' Jenkins ', ' Go ', ' Ruby ', ' Hadoop ', ' AWS ']"
 Data Engineer ,data," Mid, Senior ","[' Azure ', ' Python ', ' SQL ', ' Databricks ', ' T-SQL ', ' Azure SQL ', ' Azure Data Factory ', ' Data engineering ', ' PL/SQL ', ' Azure Data Lake ', ' MySQL ', ' Azure Data ', ' Cosmos DB ', ' Azure Cloud ', ' Git ', ' Azure Databricks ', ' Azure IoT ', ' C# ', ' PySpark ', ' Spark ', ' Scala ', ' R ']"
 Databricks Data Engineer with Python ,data, Senior ,"[' Python ', ' Spark ', ' Databricks ', ' ETL ', ' Scala ', ' Azure Data Factory ', ' Azure ', ' Git ', ' Docker ']"
" Senior Fullstack Dev (Python, React) ",python," Senior, Expert ","[' Python ', ' JavaScript ', ' React ', ' PostgreSQL ', ' REST ', ' AWS ', ' TypeScript ', ' MongoDB ', ' Django ', ' FastAPI ', ' Flask ', ' Elasticsearch ', ' GraphQL ']"
 Fullstack Developer (Python + JS) ,python, Mid ,"[' Python ', ' JavaScript ', ' React ', ' Driven ', ' UX ', ' Scrum ']"
 Python Developer (exp. medical devices) ,python, Senior ,"[' Python ', ' Django ', ' JavaScript ', ' React ', ' Next.js ', ' Gatsby ', ' UX ', ' UI ', ' Prototyping ']"
 DevOps AWS/Kubernetes ,devops, Mid ,"[' Jenkins ', ' AWS ', ' GCP ', ' Azure ', ' Kubernetes ', ' Linux ', ' Bash ', ' HTTP ', ' REST API ', ' CI/CD ', ' Python ', ' Elasticsearch ', ' Druid.io ', ' Cassandra ']"
 Administrator Infrastruktury ,admin, Mid ,"[' Linux ', ' Bash ', ' Perl ', ' Python ', ' Ansible ']"
 Python Developer ,python," Mid, Senior ","[' Python ', ' Django ', ' Flask ', ' Linux ', ' MariaDB ', '  Git ', ' Jenkins ', ' Docker ', ' AWS ', ' MySQL ']"
 DevOps (Data Analytics) ,data," Mid, Senior ","[' Linux ', ' Python ', ' AWS ', ' Logstash ', ' Hadoop ', ' HDFS ', ' Kafka ', ' Elasticsearch ', ' Spark ', ' Grafana ', ' Kibana ']"
 Data Engineer ,data, Senior ,"[' Python ', ' SQL ', ' Data Integration ', ' ETL tools ', ' Big Data ', ' Scala ', ' Docker ', ' Azure ', ' Splunk ', ' Java ', ' NiFi ', ' Hadoop ', ' Kafka ', ' Proactivity ', ' Problem solving ', ' AWS ', ' Spark ']"
 Remote Mid Backend Developer ,python, Mid ,"[' Python ', ' Java ', ' REST API ', ' AWS ', ' GCP ', ' Azure ', ' Microservices ', ' API Gateway ', ' AWS Lambda ', ' AWS DynamoDB ', ' NoSQL ', ' MongoDB ', ' CI/CD Pipelines ', ' Design Patterns ', ' SaaS ', ' CloudFormation ', ' AWS CDK ', ' Terraform ']"
 Automation Tester ,testing, Mid ,"[' Python ', ' SQL ', ' XML ', ' Robot Framework ', ' Jenkins ', ' JSON ']"
 Backend Engineer (remote) ,python," Mid, Senior ","[' Python ', ' TypeScript ', ' Node.js ', ' AWS ', ' Git ', ' SQL ', ' PostgreSQL ', ' AWS Lambda ', ' REST ', ' DynamoDB ', ' GitHub ', ' Linux ', ' Docker ', ' Terraform ', ' Serverless computing ']"
 Senior DevOps Engineer(New Core Banking) ,devops, Senior ,"[' Bash ', ' Docker ', ' Ansible ', ' Kubernetes ', ' OpenShift ', ' Python ', ' Azure ', ' CI/CD ', ' IaC ', ' Terraform ', ' GCP ', ' AWS ', ' Kafka ']"
 Python Software Engineer ,python, Mid ,"[' Python ', ' git ', ' linux ', ' Team player ', ' c++ ', ' OpenCV ', ' Computer vision ', ' CUDA ', ' Keras ', ' Scikit-learn ', ' Machine learning ']"
 Pentester/CyberSecurity Analyst ,security," Mid, Senior ","[' Python ', ' Security ', ' CEH ', ' Cybersecurity ', ' Problem solving ', ' Cryptography ', ' Networks ', ' Linux ', ' Communication skills ', ' Pentesting ', ' TCP ', ' Protocols ', ' OWASP ', ' CISCO ', ' BASH ', ' Docker ', ' DevOps ']"
 ML Architect ,data, Senior ,"[' Python ', ' Machine Learning ', ' MLOps ', ' MLflow ', ' Kubeflow ', ' AI ', ' PyTorch ', ' Apache Spark ', ' Spark ', ' Visual Studio ', ' Kanban ', ' Linux ']"
 Remote Senior DevOps ,devops, Senior ,"[' SaaS ', ' Python ', ' Kubernetes ', ' GCP ', ' AWS ', ' Azure Cloud ', ' Terraform ', ' CI/CD ', ' GitLab ', ' SoC2 ', ' Security ']"
 Junior Data Engineer ,data, Junior ,"[' Python ', ' SQL ', ' PostgreSQL ', ' MySQL ', ' Oracle ', ' ETL ', ' Version Control Systems\xa0 ', ' Git ', ' MongoDB ', ' AWS Glue ', ' AWS ', ' GCP ', ' Azure ', ' Airflow ', ' Azure Data Factory ']"
 Java+Python or Golang Developer ,python," Mid, Senior ","[' Java ', ' Docker ', ' Kubernetes ', ' CI/CD Pipelines ', ' Python ', ' Go ', ' Azure ']"
 Mid Data Scientist ,data, Mid ,"[' Python ', ' Docker ', ' Git ', ' User Research ', ' Data visualization ', ' Microservices ', ' AWS ', ' A/B Testing ', ' scikit-learn ', ' TensorFlow ', ' PyTorch ']"
 Azure Cloud Lead System Engineer ,devops," Senior, Expert ","[' Linux ', ' SDLC ', ' Ansible ', ' Terraform ', ' Python ', ' Java ', ' AWS ', ' Bash ', ' Microservices ', ' CI/CD Pipelines ', ' Azure ', ' Kubernetes ']"
 Junior (Python) Developer ,python, Junior ,"[' Python ', ' Django ', ' Flask ', ' MySQL ', ' PostgreSQL ', ' Bootstrap ']"
 Senior Software Engineer C/Python/C++ ,python," Senior, Expert ","[' Python ', ' C ', ' UML ', ' Design Patterns ', ' agile ', ' Object-oriented programming ', ' Unit testing ', ' BDD ', ' TDD ', ' SQL ', ' C++ ']"
 Lead Azure Developer ,python, Expert ,"[' .NET ', ' C# ', ' CI/CD ', ' Design Patterns ', ' REST API ', ' Docker ', ' Kubernetes ', ' DevOps ', ' PaaS ', ' Service Bus ', ' IaaS ', ' SaaS ', ' API Gateway ', ' WAF ', ' Blob Storage ', ' Cosmos DB ', ' Azure Data ', ' AKS ', ' SDLC ', ' Python ', ' PowerShell ', ' Azure ', ' UI ', ' React ', ' Angular ', ' Vue.js ', ' Ingress ', ' Helm ']"
 Cloud DevOps Engineer  ,data," Mid, Senior ","[' Python ', ' Docker ', ' AWS ', ' Ansible ', ' Kubernetes ', ' Linux ', ' Bash ', ' Groovy ', ' CI/CD ', ' Jenkins ', ' Jira ', ' Confluence ', ' AI ', ' Grafana ', ' Kibana ', ' Prometheus ']"
 Remote Mid Data Engineer ,data, Mid ,"[' ETL ', ' Python ', ' Spark ', ' Airflow ', ' Big Data ', ' IoT ', ' Azure Data Lake Store ', ' AWS Lambda ']"
